Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,15:44:25:249,Quaker Bot Long Strafes,LG,3.584s,79,50,0.633,300,474,0.633,false
2,15:44:31:788,Quaker Bot Long Strafes,LG,4.596s,101,50,0.495,300,606,0.495,false
3,15:44:38:009,Quaker Bot Long Strafes,LG,5.943s,96,50,0.521,300,576,0.521,false
4,15:44:45:853,Quaker Bot Long Strafes,LG,7.571s,132,50,0.379,300,792,0.379,false
5,15:44:52:097,Quaker Bot Long Strafes,LG,4.231s,93,50,0.538,300,558,0.538,false
6,15:44:58:323,Quaker Bot Long Strafes,LG,5.952s,96,50,0.521,300,576,0.521,false
7,15:45:04:882,Quaker Bot Long Strafes,LG,4.597s,101,50,0.495,300,606,0.495,false
8,15:45:11:493,Quaker Bot Long Strafes,LG,4.641s,102,50,0.49,300,612,0.49,false
9,15:45:17:336,Quaker Bot Long Strafes,LG,3.955s,87,50,0.575,300,522,0.575,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
LG,915,461,2766.0,5490.0,

Kills:,9
Deaths:,0
Fight Time:,45.07
Avg TTK:,5.008
Damage Done:,2766.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,451.15274
Score:,4180.740723
Scenario:,Cata IC Long Strafes
Hash:,9bcb93b2f0c30298e66553395dca1bca
Game Version:,1.0.8.0

Input Lag:,0
Max FPS (config):,223.0
Sens Scale:,Quake/Source
Horiz Sens:,1.94425
Vert Sens:,1.94425
FOV:,80.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
