Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,01:16:51:130,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
2,01:16:52:010,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
3,01:16:52:764,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
4,01:16:53:810,Quaker Bot Long Strafes,MG,0.417s,70,50,0.714,80,140,0.571,false
5,01:16:55:112,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
6,01:16:55:697,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
7,01:16:57:581,Quaker Bot Long Strafes,MG,1.349s,130,80,0.615,130,260,0.5,false
8,01:16:58:157,Quaker Bot Long Strafes,MG,0s,10,10,1,20,20,1,false
9,01:16:58:875,Quaker Bot Long Strafes,MG,0.35s,60,60,1,80,120,0.667,false
10,01:16:59:931,Quaker Bot Long Strafes,MG,0.35s,60,50,0.833,70,120,0.583,false
11,01:17:00:626,Quaker Bot Long Strafes,MG,0.279s,50,40,0.8,80,100,0.8,false
12,01:17:01:660,Quaker Bot Long Strafes,MG,0.278s,50,50,1,70,100,0.7,false
13,01:17:03:315,Quaker Bot Long Strafes,MG,1.139s,100,100,1,140,200,0.7,false
14,01:17:03:783,Quaker Bot Long Strafes,MG,0s,10,10,1,20,20,1,false
15,01:17:04:797,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
16,01:17:05:947,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
17,01:17:06:584,Quaker Bot Long Strafes,MG,0.35s,60,40,0.667,80,120,0.667,false
18,01:17:07:303,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
19,01:17:08:223,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
20,01:17:09:283,Quaker Bot Long Strafes,MG,0.349s,60,40,0.667,70,120,0.583,false
21,01:17:10:014,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
22,01:17:11:428,Quaker Bot Long Strafes,MG,0.556s,90,40,0.444,70,180,0.389,false
23,01:17:12:622,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
24,01:17:13:382,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
25,01:17:15:504,Quaker Bot Long Strafes,MG,1.557s,110,70,0.636,130,220,0.591,false
26,01:17:16:138,Quaker Bot Long Strafes,MG,0.001s,10,10,1,20,20,1,false
27,01:17:16:923,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
28,01:17:17:790,Quaker Bot Long Strafes,MG,0.278s,50,50,1,80,100,0.8,false
29,01:17:18:612,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
30,01:17:19:555,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
31,01:17:20:440,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
32,01:17:21:196,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
33,01:17:22:161,Quaker Bot Long Strafes,MG,0.416s,70,50,0.714,70,140,0.5,false
34,01:17:23:251,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
35,01:17:24:123,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
36,01:17:25:165,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
37,01:17:25:883,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
38,01:17:26:853,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
39,01:17:27:962,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
40,01:17:30:443,Quaker Bot Long Strafes,MG,2.028s,130,120,0.923,190,260,0.731,false
41,01:17:31:480,Quaker Bot Long Strafes,MG,0.489s,80,50,0.625,70,160,0.438,false
42,01:17:32:128,Quaker Bot Long Strafes,MG,0s,10,10,1,20,20,1,false
43,01:17:32:753,Quaker Bot Long Strafes,MG,0s,10,10,1,20,20,1,false
44,01:17:33:579,Quaker Bot Long Strafes,MG,0.278s,50,40,0.8,80,100,0.8,false
45,01:17:34:597,Quaker Bot Long Strafes,MG,0.206s,40,40,1,70,80,0.875,false
46,01:17:35:428,Quaker Bot Long Strafes,MG,0.35s,60,40,0.667,80,120,0.667,false
47,01:17:36:242,Quaker Bot Long Strafes,MG,0.207s,40,40,1,70,80,0.875,false
48,01:17:36:919,Quaker Bot Long Strafes,MG,0.206s,40,40,1,80,80,1,false
49,01:17:37:580,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
50,01:17:38:626,Quaker Bot Long Strafes,MG,0.557s,90,40,0.444,70,180,0.389,false
51,01:17:40:722,Quaker Bot Long Strafes,MG,1.646s,110,80,0.727,120,220,0.545,false
52,01:17:41:378,Quaker Bot Long Strafes,MG,0.068s,20,10,0.5,20,40,0.5,false
53,01:17:42:110,Quaker Bot Long Strafes,MG,0.278s,50,40,0.8,80,100,0.8,false
54,01:17:43:632,Quaker Bot Long Strafes,MG,0.92s,90,70,0.778,140,180,0.778,false
55,01:17:44:301,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false
56,01:17:45:055,Quaker Bot Long Strafes,MG,0.278s,50,40,0.8,80,100,0.8,false
57,01:17:46:469,Quaker Bot Long Strafes,MG,0.897s,90,40,0.444,80,180,0.444,false
58,01:17:47:211,Quaker Bot Long Strafes,MG,0.198s,30,10,0.333,20,60,0.333,false
59,01:17:48:732,Quaker Bot Long Strafes,MG,0.736s,80,40,0.5,80,160,0.5,false
60,01:17:49:625,Quaker Bot Long Strafes,MG,0.207s,40,40,1,80,80,1,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
MG,3100,2550,4660.0,6200.0,

Kills:,60
Deaths:,0
Fight Time:,22.382
Avg TTK:,0.373
Damage Done:,4660.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,4.125
Score:,4660.0
Scenario:,patTargetSwitch
Hash:,138da03b852e8501f54ae0187816ee28
Game Version:,1.0.8.0

Input Lag:,0
Max FPS (config):,223.0
Sens Scale:,Quake/Source
Horiz Sens:,1.89
Vert Sens:,1.89
FOV:,80.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
