Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,18:35:59:269,Regenerating Pokeball,Poke-Drill,0.045s,6,6,1,1.2,1.2,1,false
2,18:35:59:655,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
3,18:36:00:249,Regenerating Pokeball,Poke-Drill,0.081s,9,9,1,1.8,1.8,1,false
4,18:36:00:528,Regenerating Pokeball,Poke-Drill,0.077s,9,9,1,1.8,1.8,1,false
5,18:36:01:016,Regenerating Pokeball,Poke-Drill,0.047s,6,6,1,1.2,1.2,1,false
6,18:36:01:330,Regenerating Pokeball,Poke-Drill,0.088s,10,10,1,2,2,1,false
7,18:36:01:681,Regenerating Pokeball,Poke-Drill,0.046s,6,6,1,1.2,1.2,1,false
8,18:36:02:067,Regenerating Pokeball,Poke-Drill,0.046s,6,6,1,1.2,1.2,1,false
9,18:36:02:415,Regenerating Pokeball,Poke-Drill,0.078s,9,9,1,1.8,1.8,1,false
10,18:36:02:765,Regenerating Pokeball,Poke-Drill,0.046s,6,6,1,1.2,1.2,1,false
11,18:36:03:184,Regenerating Pokeball,Poke-Drill,0.046s,6,6,1,1.2,1.2,1,false
12,18:36:03:465,Regenerating Pokeball,Poke-Drill,0.067s,8,8,1,1.6,1.6,1,false
13,18:36:03:884,Regenerating Pokeball,Poke-Drill,0.253s,18,11,0.611,2.2,3.6,0.611,false
14,18:36:04:165,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
15,18:36:04:478,Regenerating Pokeball,Poke-Drill,0.056s,7,7,1,1.4,1.4,1,false
16,18:36:05:285,Regenerating Pokeball,Poke-Drill,0.439s,16,15,0.938,3,3.2,0.938,false
17,18:36:05:493,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
18,18:36:05:947,Regenerating Pokeball,Poke-Drill,0.068s,8,8,1,1.6,1.6,1,false
19,18:36:06:152,Regenerating Pokeball,Poke-Drill,0.057s,7,7,1,1.4,1.4,1,false
20,18:36:06:647,Regenerating Pokeball,Poke-Drill,0.07s,8,8,1,1.6,1.6,1,false
21,18:36:07:226,Regenerating Pokeball,Poke-Drill,0.057s,7,7,1,1.4,1.4,1,false
22,18:36:08:114,Regenerating Pokeball,Poke-Drill,0.819s,32,17,0.531,3.4,6.4,0.531,false
23,18:36:08:744,Regenerating Pokeball,Poke-Drill,0.455s,15,11,0.733,2.2,3,0.733,false
24,18:36:09:828,Regenerating Pokeball,Poke-Drill,0.766s,16,7,0.438,1.4,3.2,0.437,false
25,18:36:10:492,Regenerating Pokeball,Poke-Drill,0.51s,15,15,1,3,3,1,false
26,18:36:11:331,Regenerating Pokeball,Poke-Drill,0.578s,15,15,1,3,3,1,false
27,18:36:12:170,Regenerating Pokeball,Poke-Drill,0.046s,6,6,1,1.2,1.2,1,false
28,18:36:12:521,Regenerating Pokeball,Poke-Drill,0.097s,11,11,1,2.2,2.2,1,false
29,18:36:13:361,Regenerating Pokeball,Poke-Drill,0.494s,20,11,0.55,2.2,4,0.55,false
30,18:36:13:782,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
31,18:36:14:829,Regenerating Pokeball,Poke-Drill,0.698s,31,11,0.355,2.2,6.2,0.355,false
32,18:36:15:459,Regenerating Pokeball,Poke-Drill,0.058s,7,7,1,1.4,1.4,1,false
33,18:36:15:774,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
34,18:36:16:262,Regenerating Pokeball,Poke-Drill,0.047s,6,6,1,1.2,1.2,1,false
35,18:36:16:648,Regenerating Pokeball,Poke-Drill,0.109s,12,11,0.917,2.2,2.4,0.917,false
36,18:36:17:311,Regenerating Pokeball,Poke-Drill,0.058s,7,7,1,1.4,1.4,1,false
37,18:36:18:010,Regenerating Pokeball,Poke-Drill,0.376s,15,12,0.8,2.4,3,0.8,false
38,18:36:18:360,Regenerating Pokeball,Poke-Drill,0.067s,8,8,1,1.6,1.6,1,false
39,18:36:18:850,Regenerating Pokeball,Poke-Drill,0.067s,8,8,1,1.6,1.6,1,false
40,18:36:19:052,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
41,18:36:19:586,Regenerating Pokeball,Poke-Drill,0.446s,13,6,0.462,1.2,2.6,0.462,false
42,18:36:20:356,Regenerating Pokeball,Poke-Drill,0.49s,17,9,0.529,1.8,3.4,0.529,false
43,18:36:20:950,Regenerating Pokeball,Poke-Drill,0.353s,20,8,0.4,1.6,4,0.4,false
44,18:36:21:124,Regenerating Pokeball,Poke-Drill,0.056s,7,7,1,1.4,1.4,1,false
45,18:36:21:647,Regenerating Pokeball,Poke-Drill,0.047s,6,6,1,1.2,1.2,1,false
46,18:36:21:820,Regenerating Pokeball,Poke-Drill,0.068s,8,8,1,1.6,1.6,1,false
47,18:36:22:768,Regenerating Pokeball,Poke-Drill,0.425s,15,6,0.4,1.2,3,0.4,false
48,18:36:23:047,Regenerating Pokeball,Poke-Drill,0.058s,7,7,1,1.4,1.4,1,false
49,18:36:24:234,Regenerating Pokeball,Poke-Drill,0.627s,15,15,1,3,3,1,false
50,18:36:24:551,Regenerating Pokeball,Poke-Drill,0.067s,8,8,1,1.6,1.6,1,false
51,18:36:25:108,Regenerating Pokeball,Poke-Drill,0.097s,11,11,1,2.2,2.2,1,false
52,18:36:25:632,Regenerating Pokeball,Poke-Drill,0.077s,9,9,1,1.8,1.8,1,false
53,18:36:26:158,Regenerating Pokeball,Poke-Drill,0.078s,9,9,1,1.8,1.8,1,false
54,18:36:26:684,Regenerating Pokeball,Poke-Drill,0.047s,6,6,1,1.2,1.2,1,false
55,18:36:26:997,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
56,18:36:27:522,Regenerating Pokeball,Poke-Drill,0.047s,6,6,1,1.2,1.2,1,false
57,18:36:27:907,Regenerating Pokeball,Poke-Drill,0.049s,6,6,1,1.2,1.2,1,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Poke-Drill,592,476,95.199692,118.399338,

Kills:,57
Deaths:,0
Fight Time:,10.281
Avg TTK:,0.18
Damage Done:,95.199692
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,57.0
Scenario:,Pokeball Frenzy Auto TE
Hash:,4bbc57c1d7252c1273bdcbfd68c72e78
Game Version:,2.0.0.2

Input Lag:,0
Max FPS (config):,300.0
Sens Scale:,Quake/Source
Horiz Sens:,1.92
Vert Sens:,1.92
FOV:,103.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
