Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,17:53:57:084,Quaker Bot Fast Strafes,Shotgun,16.397s,170,44,0.259,616,2380,0.259,false
2,17:54:10:785,Quaker Bot Fast Strafes,Shotgun,11.146s,100,38,0.38,532,1400,0.38,false
3,17:54:31:424,Quaker Bot Fast Strafes,Shotgun,17.239s,160,37,0.231,518,2240,0.231,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Shotgun,480,135,1890.0,6720.0,

Kills:,3
Deaths:,0
Fight Time:,44.782001
Avg TTK:,14.927
Damage Done:,1890.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,5670.0
Scenario:,Close Fast Strafes Shotgun
Hash:,b4e87b148bd666920306dac2f3014069
Game Version:,1.0.8.0

Input Lag:,0
Max FPS (config):,300.0
Sens Scale:,Quake/Source
Horiz Sens:,1.8
Vert Sens:,1.8
FOV:,108.0
Hide Gun:,false
Crosshair:,plus.png
Crosshair Scale:,1.0
Crosshair Color:,FFFFFF
