Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,18:42:16:049,Regenerating Pokeball,Poke-Drill,0.047s,6,6,1,1.2,1.2,1,false
2,18:42:16:644,Regenerating Pokeball,Poke-Drill,0.046s,6,6,1,1.2,1.2,1,false
3,18:42:17:413,Regenerating Pokeball,Poke-Drill,0.067s,8,8,1,1.6,1.6,1,false
4,18:42:18:075,Regenerating Pokeball,Poke-Drill,0.066s,8,8,1,1.6,1.6,1,false
5,18:42:18:844,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
6,18:42:19:336,Regenerating Pokeball,Poke-Drill,0.047s,6,6,1,1.2,1.2,1,false
7,18:42:20:034,Regenerating Pokeball,Poke-Drill,0.263s,13,9,0.692,1.8,2.6,0.692,false
8,18:42:21:713,Regenerating Pokeball,Poke-Drill,1.052s,33,12,0.364,2.4,6.6,0.364,false
9,18:42:22:027,Regenerating Pokeball,Poke-Drill,0.046s,6,6,1,1.2,1.2,1,false
10,18:42:22:378,Regenerating Pokeball,Poke-Drill,0.087s,10,10,1,2,2,1,false
11,18:42:23:044,Regenerating Pokeball,Poke-Drill,0.046s,6,6,1,1.2,1.2,1,false
12,18:42:23:777,Regenerating Pokeball,Poke-Drill,0.086s,10,10,1,2,2,1,false
13,19:56:34:542,Regenerating Pokeball,Poke-Drill,0.046s,6,6,1,1.2,1.2,1,false
14,19:56:35:485,Regenerating Pokeball,Poke-Drill,0.047s,6,6,1,1.2,1.2,1,false
15,19:56:35:975,Regenerating Pokeball,Poke-Drill,0.047s,6,6,1,1.2,1.2,1,false
16,19:56:36:743,Regenerating Pokeball,Poke-Drill,0.045s,6,6,1,1.2,1.2,1,false
17,19:56:37:617,Regenerating Pokeball,Poke-Drill,0.078s,9,9,1,1.8,1.8,1,false
18,19:56:39:262,Regenerating Pokeball,Poke-Drill,0.046s,6,6,1,1.2,1.2,1,false
19,19:56:40:275,Regenerating Pokeball,Poke-Drill,0.046s,6,6,1,1.2,1.2,1,false
20,19:56:42:757,Regenerating Pokeball,Poke-Drill,1.677s,26,6,0.231,1.2,5.2,0.231,false
21,19:56:43:421,Regenerating Pokeball,Poke-Drill,0.077s,9,9,1,1.8,1.8,1,false
22,19:56:44:193,Regenerating Pokeball,Poke-Drill,0.046s,6,6,1,1.2,1.2,1,false
23,19:56:44:892,Regenerating Pokeball,Poke-Drill,0.047s,6,6,1,1.2,1.2,1,false
24,19:56:45:766,Regenerating Pokeball,Poke-Drill,0.047s,6,6,1,1.2,1.2,1,false
25,19:56:46:536,Regenerating Pokeball,Poke-Drill,0.076s,9,9,1,1.8,1.8,1,false
26,19:56:47:515,Regenerating Pokeball,Poke-Drill,0.098s,11,11,1,2.2,2.2,1,false
27,19:56:48:179,Regenerating Pokeball,Poke-Drill,0.046s,6,6,1,1.2,1.2,1,false
28,19:56:50:486,Regenerating Pokeball,Poke-Drill,1.467s,23,6,0.261,1.2,4.6,0.261,false
29,19:56:51:395,Regenerating Pokeball,Poke-Drill,0.046s,6,6,1,1.2,1.2,1,false
30,19:56:52:933,Regenerating Pokeball,Poke-Drill,0.671s,20,9,0.45,1.8,4,0.45,false
31,19:56:53:843,Regenerating Pokeball,Poke-Drill,0.097s,11,11,1,2.2,2.2,1,false
32,19:56:54:473,Regenerating Pokeball,Poke-Drill,0.047s,6,6,1,1.2,1.2,1,false
33,19:56:55:312,Regenerating Pokeball,Poke-Drill,0.046s,6,6,1,1.2,1.2,1,false
34,19:56:56:463,Regenerating Pokeball,Poke-Drill,0.087s,10,10,1,2,2,1,false
35,19:56:57:341,Regenerating Pokeball,Poke-Drill,0.077s,9,7,0.778,1.4,1.8,0.778,false
36,19:56:58:213,Regenerating Pokeball,Poke-Drill,0.047s,6,6,1,1.2,1.2,1,false
37,19:56:58:984,Regenerating Pokeball,Poke-Drill,0.077s,9,9,1,1.8,1.8,1,false
38,19:56:59:682,Regenerating Pokeball,Poke-Drill,0.076s,9,8,0.889,1.6,1.8,0.889,false
39,19:57:00:418,Regenerating Pokeball,Poke-Drill,0.076s,9,9,1,1.8,1.8,1,false
40,19:57:01:778,Regenerating Pokeball,Poke-Drill,0.693s,14,14,1,2.8,2.8,1,false
41,19:57:02:376,Regenerating Pokeball,Poke-Drill,0.047s,6,6,1,1.2,1.2,1,false
42,19:57:03:249,Regenerating Pokeball,Poke-Drill,0.086s,10,10,1,2,2,1,false
43,19:57:04:123,Regenerating Pokeball,Poke-Drill,0.087s,10,10,1,2,2,1,false
44,19:57:04:680,Regenerating Pokeball,Poke-Drill,0.047s,6,6,1,1.2,1.2,1,false
45,19:57:05:453,Regenerating Pokeball,Poke-Drill,0.077s,9,9,1,1.8,1.8,1,false
46,19:57:05:906,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
47,19:57:06:814,Regenerating Pokeball,Poke-Drill,0.097s,11,11,1,2.2,2.2,1,false
48,19:57:07:726,Regenerating Pokeball,Poke-Drill,0.087s,10,10,1,2,2,1,false
49,19:57:08:566,Regenerating Pokeball,Poke-Drill,0.107s,12,6,0.5,1.2,2.4,0.5,false
50,19:57:09:437,Regenerating Pokeball,Poke-Drill,0.046s,6,6,1,1.2,1.2,1,false
51,19:57:10:069,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
52,19:57:10:804,Regenerating Pokeball,Poke-Drill,0.045s,6,6,1,1.2,1.2,1,false
53,19:57:11:678,Regenerating Pokeball,Poke-Drill,0.047s,6,6,1,1.2,1.2,1,false
54,19:57:13:704,Regenerating Pokeball,Poke-Drill,1.327s,22,13,0.591,2.6,4.4,0.591,false
55,19:57:14:264,Regenerating Pokeball,Poke-Drill,0.046s,6,6,1,1.2,1.2,1,false
56,19:57:14:857,Regenerating Pokeball,Poke-Drill,0.048s,6,6,1,1.2,1.2,1,false
57,19:57:16:326,Regenerating Pokeball,Poke-Drill,0.896s,15,9,0.6,1.8,3,0.6,false
58,19:57:18:459,Regenerating Pokeball,Poke-Drill,1.202s,20,20,1,4,4,1,false
59,19:57:19:264,Regenerating Pokeball,Poke-Drill,0.066s,8,8,1,1.6,1.6,1,false
60,19:57:20:209,Regenerating Pokeball,Poke-Drill,0.047s,6,6,1,1.2,1.2,1,false
61,19:57:21:083,Regenerating Pokeball,Poke-Drill,0.28s,17,9,0.529,1.8,3.4,0.529,false
62,19:57:21:993,Regenerating Pokeball,Poke-Drill,0.047s,6,6,1,1.2,1.2,1,false
63,19:57:23:916,Regenerating Pokeball,Poke-Drill,0.981s,18,8,0.444,1.6,3.6,0.444,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Poke-Drill,608,493,98.59964,121.599289,

Kills:,63
Deaths:,0
Fight Time:,13.686
Avg TTK:,0.217
Damage Done:,98.59964
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,63.0
Scenario:,Pokeball Frenzy Auto 1w2ts
Hash:,a5b7c55b7f03e10e8d37e10dcaa5545c
Game Version:,2.0.0.2

Input Lag:,0
