Kill #,Timestamp,Bot,Weapon,TTK,Shots,Hits,Accuracy,Damage Done,Damage Possible,Efficiency,Cheated
1,18:17:23:519,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
2,18:17:23:771,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
3,18:17:24:008,Snake 25 Tiles,Shooter Pistol,0.001s,1,1,1,10,10,1,false
4,18:17:24:936,Snake 25 Tiles,Shooter Pistol,0.633s,3,1,0.333,10,30,0.333,false
5,18:17:25:229,Snake 25 Tiles,Shooter Pistol,0.001s,1,1,1,10,10,1,false
6,18:17:25:946,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
7,18:17:26:168,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
8,18:17:26:408,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
9,18:17:26:678,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
10,18:17:26:874,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
11,18:17:27:112,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
12,18:17:27:344,Snake 25 Tiles,Shooter Pistol,0.001s,1,1,1,10,10,1,false
13,18:17:27:600,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
14,18:17:27:872,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
15,18:17:28:145,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
16,18:17:28:975,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
17,18:17:29:287,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
18,18:17:29:571,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
19,18:17:29:826,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
20,18:17:30:107,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
21,18:17:30:388,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
22,18:17:30:689,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
23,18:17:31:005,Snake 25 Tiles,Shooter Pistol,0.001s,1,1,1,10,10,1,false
24,18:17:31:269,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
25,18:17:31:529,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
26,18:17:32:399,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
27,18:17:32:650,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
28,18:17:32:976,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
29,18:17:33:230,Snake 25 Tiles,Shooter Pistol,0.001s,1,1,1,10,10,1,false
30,18:17:33:497,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
31,18:17:34:165,Snake 25 Tiles,Shooter Pistol,0.428s,2,1,0.5,10,20,0.5,false
32,18:17:34:359,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
33,18:17:34:552,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
34,18:17:34:731,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
35,18:17:35:542,Snake 25 Tiles,Shooter Pistol,0.001s,1,1,1,10,10,1,false
36,18:17:35:850,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
37,18:17:36:108,Snake 25 Tiles,Shooter Pistol,0.001s,1,1,1,10,10,1,false
38,18:17:36:438,Snake 25 Tiles,Shooter Pistol,0.001s,1,1,1,10,10,1,false
39,18:17:36:676,Snake 25 Tiles,Shooter Pistol,0.001s,1,1,1,10,10,1,false
40,18:17:36:900,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
41,18:17:37:098,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
42,18:17:37:550,Snake 25 Tiles,Shooter Pistol,0.215s,2,1,0.5,10,20,0.5,false
43,18:17:37:801,Snake 25 Tiles,Shooter Pistol,0.001s,1,1,1,10,10,1,false
44,18:17:38:039,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
45,18:17:38:317,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
46,18:17:39:287,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
47,18:17:39:540,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
48,18:17:39:748,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
49,18:17:39:957,Snake 25 Tiles,Shooter Pistol,0.001s,1,1,1,10,10,1,false
50,18:17:40:139,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
51,18:17:40:344,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
52,18:17:40:555,Snake 25 Tiles,Shooter Pistol,0.001s,1,1,1,10,10,1,false
53,18:17:40:768,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
54,18:17:41:052,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
55,18:17:42:214,Snake 25 Tiles,Shooter Pistol,0.94s,2,1,0.5,10,20,0.5,false
56,18:17:42:408,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
57,18:17:42:600,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
58,18:17:42:821,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
59,18:17:43:452,Snake 25 Tiles,Shooter Pistol,0.43s,2,1,0.5,10,20,0.5,false
60,18:17:43:648,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
61,18:17:43:808,Snake 25 Tiles,Shooter Pistol,0.001s,1,1,1,10,10,1,false
62,18:17:44:020,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
63,18:17:44:243,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
64,18:17:44:758,Snake 25 Tiles,Shooter Pistol,0.332s,2,1,0.5,10,20,0.5,false
65,18:17:45:584,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
66,18:17:45:798,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
67,18:17:46:028,Snake 25 Tiles,Shooter Pistol,0.001s,1,1,1,10,10,1,false
68,18:17:46:228,Snake 25 Tiles,Shooter Pistol,0.001s,1,1,1,10,10,1,false
69,18:17:46:457,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
70,18:17:47:147,Snake 25 Tiles,Shooter Pistol,0.412s,2,1,0.5,10,20,0.5,false
71,18:17:47:317,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
72,18:17:47:516,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
73,18:17:47:677,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
74,18:17:47:850,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
75,18:17:48:685,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
76,18:17:48:880,Snake 25 Tiles,Shooter Pistol,0.001s,1,1,1,10,10,1,false
77,18:17:49:449,Snake 25 Tiles,Shooter Pistol,0.388s,2,1,0.5,10,20,0.5,false
78,18:17:49:651,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
79,18:17:49:890,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
80,18:17:50:107,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
81,18:17:50:294,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
82,18:17:50:520,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
83,18:17:50:747,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
84,18:17:51:336,Snake 25 Tiles,Shooter Pistol,0.312s,2,1,0.5,10,20,0.5,false
85,18:17:51:851,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false
86,18:17:52:137,Snake 25 Tiles,Shooter Pistol,0s,1,1,1,10,10,1,false

Weapon,Shots,Hits,Damage Done,Damage Possible,,Sens Scale,Horiz Sens,Vert Sens,FOV,Hide Gun,Crosshair,Crosshair Scale,Crosshair Color,ADS Sens,ADS Zoom Scale
Shooter Pistol,96,86,860.0,960.0,

Kills:,86
Deaths:,0
Fight Time:,4.106
Avg TTK:,0.048
Damage Done:,860.0
Damage Taken:,0.0
Midairs:,0
Midaired:,0
Directs:,0
Directed:,0
Distance Traveled:,0.0
Score:,77.041664
Scenario:,Snake Tiles
Hash:,9a616176003628e87bbe2db0d178cf4c
Game Version:,1.0.8.0

Input Lag:,0
Max FPS (config):,223.0
Sens Scale:,Quake/Source
Horiz Sens:,2.15
Vert Sens:,2.15
FOV:,80.0
Hide Gun:,false
